image_path,label_path,split,class_id,class_name,converted_x,converted_y,converted_w,converted_h
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/00000010_jpg.rf.2c6f12494ebcfb982236e8374bf24cf6.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/00000010_jpg.rf.2c6f12494ebcfb982236e8374bf24cf6.txt,train,1,Drain Inlet,0.5017051091269842,0.5581099898726851,0.996279761904762,0.8407673507771165
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/20240701_124016_jpg.rf.582e7d41e7973f3a6538d901e83acaa0.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/20240701_124016_jpg.rf.582e7d41e7973f3a6538d901e83acaa0.txt,train,1,Drain Inlet,0.3565543897027888,0.37381657681697095,0.4801088251819447,0.3874372104706848
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/222_jpg.rf.7c8be0b30b93e00763353706a74363f0.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/222_jpg.rf.7c8be0b30b93e00763353706a74363f0.txt,train,1,Drain Inlet,0.5276935096153846,0.5677644230769231,0.3419302884615385,0.8617067307692308
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/222_jpg.rf.d6a74bc49c6bc081e675ded72d74fd79.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/222_jpg.rf.d6a74bc49c6bc081e675ded72d74fd79.txt,train,1,Drain Inlet,0.52769355094094,0.567765478923011,0.3419287401171496,0.8617064520141654
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/224_jpeg_jpg.rf.15d8a9b60c84016e8857f3ed3885d123.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/224_jpeg_jpg.rf.15d8a9b60c84016e8857f3ed3885d123.txt,train,1,Drain Inlet,0.3433018688956168,0.666322796592951,0.6866037377912336,0.5530819030036197
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/224_jpeg_jpg.rf.15d8a9b60c84016e8857f3ed3885d123.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/224_jpeg_jpg.rf.15d8a9b60c84016e8857f3ed3885d123.txt,train,1,Drain Inlet,0.7714656554840167,0.35267407675351525,0.45196070144472766,0.3180662390863904
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/224_jpeg_jpg.rf.49f02807c77327783bbc65f4942c3edc.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/224_jpeg_jpg.rf.49f02807c77327783bbc65f4942c3edc.txt,train,1,Drain Inlet,0.3433016826923077,0.6663221153846154,0.6866033653846154,0.5530817307692308
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/224_jpeg_jpg.rf.49f02807c77327783bbc65f4942c3edc.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/224_jpeg_jpg.rf.49f02807c77327783bbc65f4942c3edc.txt,train,1,Drain Inlet,0.7714663461538461,0.3526742788461539,0.4519615384615385,0.3180649038461538
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/26_jpg.rf.b1a3e3c4ce38a7d5bac09e3be00eae8f.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/26_jpg.rf.b1a3e3c4ce38a7d5bac09e3be00eae8f.txt,train,1,Drain Inlet,0.48216105769230777,0.520907451923077,0.40852403846153856,0.46803125
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/48_jpg.rf.db856e15cfe92138615321ef00325656.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/48_jpg.rf.db856e15cfe92138615321ef00325656.txt,train,1,Drain Inlet,0.6081045673076924,0.5007235576923077,0.4937235576923077,0.546860576923077
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/50_jpg.rf.4bb171afe917b8eeca83e365c5ebeaeb.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/50_jpg.rf.4bb171afe917b8eeca83e365c5ebeaeb.txt,train,1,Drain Inlet,0.23035697115384618,0.4290372596153846,0.46071394230769236,0.49649759615384614
/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/50_jpg.rf.ee898997e96ed20b66dad12ba389e544.jpg,/kaggle/working/denguewatch_yolov8s_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/50_jpg.rf.ee898997e96ed20b66dad12ba389e544.txt,train,1,Drain Inlet,0.23035740064913285,0.42922123737136136,0.4607148012982657,0.49686367046442015
