image,ground_truth,old_label,new_label,old_confidence,new_confidence,old_latency_ms,new_latency_ms
1-1-_jpg.rf.4d1062b47ccb41c4a55c316ca4276e12.jpg,unclassified,tire,tire,0.4712991416454315,0.9233582615852356,1347.59,75.17
1726484414413_jpg.rf.e6705ce605ca41ed88cecc552f3f27a3.jpg,drain_inlet,drain_inlet,drain_inlet,0.8528134822845459,0.8780344128608704,1393.36,65.27
1726484414568_jpg.rf.b24c74398043ca2cfffd3ddf0b1a8753.jpg,drain_inlet,drain_inlet,drain_inlet,0.948205292224884,0.9227675199508667,1339.94,63.86
1726484415294_jpg.rf.d6dae2056273499da6300bcda1d38e79.jpg,drain_inlet,drain_inlet,drain_inlet,0.8177189826965332,0.8622416853904724,1433.61,68.09
1726484415528_jpg.rf.66ed1c42d31e8b793a05f578e00a98f7.jpg,drain_inlet,drain_inlet,drain_inlet,0.8836254477500916,0.8509082198143005,1487.34,67.42
1726484416371_jpg.rf.afe9d062f8286e3163eaef4c11e232cb.jpg,drain_inlet,drain_inlet,drain_inlet,0.9217900037765503,0.9359685778617859,1524.46,65.44
20240701_124016_jpg.rf.e348edfa000d4656ff72dd01e30d9dd8.jpg,drain_inlet,drain_inlet,drain_inlet,0.9154308438301086,0.8150714039802551,1341.03,69.1
20240701_124037_jpg.rf.4ab2ed3567391c6786127eaab0501d1b.jpg,drain_inlet,drain_inlet,drain_inlet,0.8343600034713745,0.8284091949462891,1453.01,61.29
20240701_124333_jpg.rf.e87d4de58d6448a7fbdba69d35f37c62.jpg,artificial_container,artificial_container,artificial_container,0.9521384239196777,0.9443790316581726,1318.38,61.15
20240701_124448_jpg.rf.e2bdead35f394f35a379a062a5e4cd96.jpg,artificial_container,unclassified,artificial_container,,0.7020345330238342,1267.97,64.54
20240701_124451_jpg.rf.c5510468aaba5c6b38fc04c603513b05.jpg,artificial_container,artificial_container,artificial_container,0.8343832492828369,0.9037757515907288,1508.1,64.91
20240701_125001_jpg.rf.ec8cf6e63eee13f775ad776a138db91f.jpg,artificial_container,artificial_container,artificial_container,0.9571067690849304,0.9503811001777649,1943.47,62.12
20240701_125029_jpg.rf.51df96a345cdcc538c7564e75e80aea0.jpg,artificial_container,artificial_container,artificial_container,0.9446497559547424,0.9201626181602478,1345.67,64.44
20240701_125034_jpg.rf.681f61c962f3c4686e16e797a400e79e.jpg,artificial_container,artificial_container,artificial_container,0.9330295920372009,0.915168285369873,1264.34,60.11
20240701_125036_jpg.rf.632e2901b9963db14928031e91726006.jpg,artificial_container,artificial_container,artificial_container,0.9440313577651978,0.9604162573814392,1280.9,67.32
20240701_125038-0-_jpg.rf.5492aa2daa83658bc8f4732af74467ee.jpg,artificial_container,artificial_container,artificial_container,0.935695469379425,0.9343352913856506,2438.0,70.58
20240701_125044-0-_jpg.rf.bda2196e8aa0f9cf1040fbc2a841620e.jpg,artificial_container,artificial_container,artificial_container,0.8973836898803711,0.9265909790992737,859.65,60.22
20240701_125045-0-_jpg.rf.419c0df876c9f6ac044e68b4e5a0df09.jpg,artificial_container,artificial_container,artificial_container,0.9231900572776794,0.8863396048545837,1264.93,68.08
20240701_125046-0-_jpg.rf.8fea378467831f5858663b3174a7c5b1.jpg,artificial_container,artificial_container,artificial_container,0.9453924298286438,0.9269740581512451,1636.95,64.19
20240701_125342-0-_jpg.rf.5762d1de4765165316d2e3d743938516.jpg,drain_inlet,drain_inlet,drain_inlet,0.9407382607460022,0.8844167590141296,1256.29,91.06
20240701_125443_jpg.rf.08058d25947925c06f5fbcad16485b48.jpg,artificial_container,artificial_container,artificial_container,0.883216917514801,0.9084811806678772,3181.86,127.07
20240701_125444-1-_jpg.rf.cb9515cfbffdb88523b0ef4d853afd46.jpg,artificial_container,artificial_container,artificial_container,0.9202466011047363,0.8752071857452393,2444.1,104.79
20240701_125653_jpg.rf.bb3af3749e7ca12ef170cf2442782247.jpg,artificial_container,artificial_container,artificial_container,0.7800620794296265,0.7036640644073486,3451.98,95.92
20240701_125746-0-_jpg.rf.85f9a66a01b744ddf026b0056e6f8d17.jpg,drain_inlet,drain_inlet,drain_inlet,0.8684231638908386,0.8482062220573425,1585.69,86.89
20240701_130603_jpg.rf.261de8cfd58d56222b664950b5e8386e.jpg,artificial_container,artificial_container,artificial_container,0.9143336415290833,0.8229514956474304,1499.85,55.69
20240701_131435_jpg.rf.b73ac2630a3ba9ae07ce0e8641082857.jpg,artificial_container,artificial_container,artificial_container,0.8319703936576843,0.7671467065811157,1469.43,70.36
20240701_131457_jpg.rf.6a7e1cccad237c53e4dbb9b7c7af6ca7.jpg,artificial_container,artificial_container,artificial_container,0.9442280530929565,0.9201546311378479,1386.98,67.6
20240701_140225_jpg.rf.b929a7d129c353b998edc94e79b5727a.jpg,artificial_container,artificial_container,artificial_container,0.9241930246353149,0.9165866374969482,835.29,65.45
20240701_140518_jpg.rf.9d2ccb5b75053c808b780a229a8d22fb.jpg,artificial_container,artificial_container,artificial_container,0.9439796209335327,0.9305775165557861,1354.39,71.29
20240701_142311_jpg.rf.9affd05beecc344a42d87b4ab5c08e18.jpg,drain_inlet,drain_inlet,drain_inlet,0.9380896687507629,0.9163974523544312,1767.58,74.21
20240701_151733_jpg.rf.9332f5cf5475897b720dd481c4a0d432.jpg,drain_inlet,drain_inlet,drain_inlet,0.7897963523864746,0.8240548968315125,1463.38,75.41
20240701_151736_jpg.rf.a74407aa63c57c0d236af708c70d7c42.jpg,drain_inlet,drain_inlet,drain_inlet,0.8602613210678101,0.8564503192901611,923.92,64.45
20240701_152148_jpg.rf.8943bfca5a6f56b2964be7dd153b7cc2.jpg,drain_inlet,drain_inlet,drain_inlet,0.9038032293319702,0.8700157999992371,1302.44,77.72
20240701_153150_jpg.rf.fbd9c757976bdda2f888acd85e8366f0.jpg,artificial_container,artificial_container,artificial_container,0.8538873195648193,0.8943189382553101,758.4,66.54
20240701_153440_jpg.rf.1c0bb7e6f12c10e1c88c803f0b55327f.jpg,artificial_container,artificial_container,artificial_container,0.8875656723976135,0.763265073299408,1154.31,74.77
20240701_153835_jpg.rf.2da5d01ff1760a11536c01b1d61a3423.jpg,artificial_container,artificial_container,artificial_container,0.9032193422317505,0.9049777388572693,1206.71,71.56
20240912_180844_jpg.rf.c2348b7e258374883a3e361ef89dce53.jpg,artificial_container,artificial_container,artificial_container,0.8689550757408142,0.5806475281715393,2069.75,77.42
20240912_180854_jpg.rf.d1bcabea6c55e7fb19bb80b64a5a08c6.jpg,artificial_container,artificial_container,artificial_container,0.7514917850494385,0.6384692192077637,1413.01,63.92
20240912_182408_jpg.rf.e2bb5038b94628da6853db5f2644cf5d.jpg,unclassified,artificial_container,unclassified,0.3144283592700958,,1229.07,64.33
20240912_182416_jpg.rf.9bf2d69fbad510d3648b29531de08370.jpg,unclassified,artificial_container,unclassified,0.6510002613067627,,2059.95,71.97
20240912_182439_jpg.rf.43a9744231f120c0403fb9c040feab13.jpg,unclassified,unclassified,unclassified,,,1530.19,69.33
20240912_182717_jpg.rf.108999998fa0b1a7f6293e2dd7c7da96.jpg,unclassified,unclassified,unclassified,,,1342.53,64.91
20240912_183128_jpg.rf.f12a2a5ceeac7d9b2fcd3197c50fdd89.jpg,unclassified,unclassified,unclassified,,,1329.25,74.08
20240912_184111_jpg.rf.21b24941ce228878da9dbe6ccd411109.jpg,unclassified,unclassified,unclassified,,,1192.3,72.74
20240912_184226_jpg.rf.888adc218cd281ad6917370b7d4d73e1.jpg,unclassified,tire,unclassified,0.9351211190223694,,1084.95,64.72
20240912_184857_jpg.rf.726c9cb1b3b6bb4cdb92a8e40ed0c4a7.jpg,unclassified,unclassified,unclassified,,,1970.11,64.84
20240912_192141_jpg.rf.ba0ab83ccd395a7f50f4d2e410a3cec8.jpg,unclassified,unclassified,unclassified,,,1129.28,71.08
20240912_192146_jpg.rf.23fb156ede6448699be3c21997de5307.jpg,unclassified,unclassified,unclassified,,,1336.71,64.99
20240916_103041_jpg.rf.0015c379f97e654ba3753d93220addfe.jpg,drain_inlet,drain_inlet,drain_inlet,0.8101905584335327,0.6788495779037476,1528.08,73.63
20240916_103144_jpg.rf.8423cbfe3352ee85a94bcc9a35e683bd.jpg,drain_inlet,drain_inlet,drain_inlet,0.9379317164421082,0.8935730457305908,1518.38,72.47
20240916_103228_jpg.rf.b2269616a8a13c344370985641427089.jpg,drain_inlet,drain_inlet,drain_inlet,0.9164133071899414,0.9197654128074646,1484.71,76.87
20240916_103248_jpg.rf.2603122be0018f542edb9cfe748063f5.jpg,drain_inlet,drain_inlet,drain_inlet,0.9292439222335815,0.8843085765838623,1331.37,70.51
20240916_103303_jpg.rf.f88c329b48cb8dc684e7f6ee04d3a9c9.jpg,drain_inlet,drain_inlet,drain_inlet,0.7059432864189148,0.7249550223350525,1316.72,66.09
20240916_104917_jpg.rf.b1d3cca2f236e8ae046551dc4df3f29c.jpg,drain_inlet,drain_inlet,drain_inlet,0.9336104989051819,0.9100098013877869,1454.28,68.77
20240916_105212_jpg.rf.f3a29085ce41c120d780439b4a351e02.jpg,drain_inlet,drain_inlet,drain_inlet,0.9093506336212158,0.8951509594917297,1246.95,73.99
20240916_105404_jpg.rf.f75539c40a2be5a79a4914fc346936b8.jpg,drain_inlet,drain_inlet,drain_inlet,0.9207609295845032,0.9100213646888733,1742.04,63.8
20240916_110201_jpg.rf.8a2c7630c4f255c4077d9949ec895103.jpg,unclassified,unclassified,unclassified,,,1912.35,65.28
20240916_110308_jpg.rf.10b71df70d9c3067d1d3d1af158b4a79.jpg,unclassified,artificial_container,unclassified,0.5675764083862305,,1412.13,67.65
20240916_110358_jpg.rf.9838020b32ed013a63c238e9f30d3c69.jpg,artificial_container,artificial_container,unclassified,0.25256165862083435,,2454.34,63.96
20240916_110459_jpg.rf.5206b94784de6b685b07b142bbdd42d0.jpg,unclassified,artificial_container,unclassified,0.7695038318634033,,1824.84,66.84
20240916_110546_jpg.rf.badd252ba2c55e2641bd36ca8f8ff0cf.jpg,unclassified,unclassified,unclassified,,,1418.19,81.86
20240916_111752_jpg.rf.29eb64a7d0c9f3c89092f8c05f613898.jpg,artificial_container,artificial_container,artificial_container,0.908324658870697,0.8568994998931885,1954.78,74.39
20240916_111800_jpg.rf.039257a0f35005c355403bdff16d4f7d.jpg,artificial_container,artificial_container,artificial_container,0.9525099992752075,0.9402244091033936,1809.48,78.55
20240916_112227_jpg.rf.4a9488f94148d3e2568865693dbdeead.jpg,unclassified,unclassified,unclassified,,,1882.35,65.46
20240916_112246_jpg.rf.73b52e97eabdf70afd5077a87de27109.jpg,unclassified,unclassified,unclassified,,,1596.34,61.96
20240916_112521_jpg.rf.1fb7b1f112f540150e60cf71b793d277.jpg,unclassified,artificial_container,unclassified,0.2636428475379944,,2508.7,64.04
20240916_112526_jpg.rf.aeca93db42c69cc8b2cb6de06de2412c.jpg,unclassified,artificial_container,unclassified,0.47695380449295044,,2092.23,65.78
20240916_112537_jpg.rf.89323429ef56ef02aba80fad33e14542.jpg,unclassified,unclassified,unclassified,,,88.04,65.55
20240916_112540_jpg.rf.9ae1a9336845c2bd85a6e00092024935.jpg,unclassified,unclassified,unclassified,,,2031.22,65.4
20240916_112556_jpg.rf.b5cb550d07ef6db7a4c132eabd6b027d.jpg,unclassified,unclassified,unclassified,,,2168.53,68.28
20240916_113157_jpg.rf.fd31ede7092696ad4f937b8b9ef5e556.jpg,unclassified,unclassified,unclassified,,,2786.25,67.73
20240916_113159_jpg.rf.3d6b29d5daaa27c8c30b8435d9fb2bb9.jpg,unclassified,artificial_container,unclassified,0.25738006830215454,,1909.13,72.1
20240916_114432_jpg.rf.f4a12da4eac4639fe5f5af50a449542b.jpg,unclassified,unclassified,unclassified,,,2204.76,82.64
